5.9760,12.70
5.9360,13.50
6.3010,14.90
6.0810,20.00
6.7010,16.40
6.3760,17.70
6.3170,19.50
6.5130,20.20
6.2090,21.40
5.7590,19.90
5.9520,19.00
6.0030,19.10
5.9260,19.10
5.7130,20.10
6.1670,19.90
6.2290,19.60
6.4370,23.20
6.9800,29.80
5.4270,13.80
6.1620,13.30
6.4840,16.70
5.3040,12.00
6.1850,14.60
6.2290,21.40
6.2420,23.00
6.7500,23.70
7.0610,25.00
5.7620,21.80
5.8710,20.60
6.3120,21.20
6.1140,19.10
5.9050,20.60
5.4540,15.20
5.4140,7.00
5.0930,8.10
5.9830,13.60
5.9830,20.10
5.7070,21.80
5.9260,24.50
5.6700,23.10
5.3900,19.70
5.7940,18.30
6.0190,21.20
5.5690,17.50
6.0270,16.80
6.5930,22.40
6.1200,20.60
6.9760,23.90
6.7940,22.00
6.0300,11.90
